listing_data_air_conditioning,listing_data_num_bedrooms,address_lon,listing_data_lot_area_acres,listing_data_garage_or_park_sqft,address_address_line1,address_city,address_state,address_zipcode,last_sold_date,sold_price_history,last_sold_price,listing_data_num_bathrooms,address_lat,prop_taxes,listing_data_fireplace,year_built,listing_data_roof_type,listing_data_building_area_sq_ft,listing_data_heat_type,address_unit,listing_data_basement_area,address_slug,listing_data_lot_area_sqft
Central,4,-80.8031301,0.34,,7110 Abbotswood Dr,Charlotte,NC,28226,2017-04-13,"{""20170413"": 385000}",385000,2,35.11476,3258.43,1,1972,G00,2294,Heat Pump,None,,7110-Abbotswood-Dr-Charlotte-NC-28226,-
Central,3,-80.74496,0.79,285 ,7110 City View Dr,Charlotte,NC,28212,2017-04-11,"{""20170411"": 160000}",160000,1,35.18061,1400.97,1,1958,G00,1787,Yes,None,,7110-City-View-Dr-Charlotte-NC-28212,-
Central,4,-80.7808801,0.53,575 ,7110 Ramsgate Rd,Charlotte,NC,28270,2016-07-20,"{""20121204"": 10681, ""20160720"": 399000}",399000,2,35.14034,4308.2,1,1988,G00,2789,Yes,None,,7110-Ramsgate-Rd-Charlotte-NC-28270,-
Central,3,-80.80531,0.37,441 ,7110 Rea Croft Dr,Charlotte,NC,28226,2017-05-15,"{""20061027"": 385000, ""20170515"": 435000}",435000,3,35.10346,4771.59,1,1999,I00,2780,Yes,None,,7110-Rea-Croft-Dr-Charlotte-NC-28226,-
Central,3,-80.64283,0.28,490 ,7111 Duchamp Dr,Charlotte,NC,28215,2017-07-13,"{""20170713"": 192000, ""20100430"": 145000}",192000,2,35.24621,1640.92,1,1998,G00,1634,Yes,None,,7111-Duchamp-Dr-Charlotte-NC-28215,-
Central,2,-80.75812,0.0,,7111 Founders Club Ct,Charlotte,NC,28269,2017-07-19,"{""20060830"": 148000, ""20170719"": 155500}",155500,2,35.38933,1683.15,1,2006,,1276,Yes,None,,7111-Founders-Club-Ct-Charlotte-NC-28269,-
Central,5,-80.979828,0.0,,7111 Hermiston St,Charlotte,NC,28273,2017-06-28,"{""20140725"": 244000, ""20170628"": 280000}",280000,3,35.1551056,3011.2,1,2014,,3022,Yes,None,,7111-Hermiston-St-Charlotte-NC-28273,-
Central,3,-80.65655,0.0,,7112 Bear Grass Ln,Charlotte,NC,28227,2016-10-25,"{""20100326"": 170000, ""20161025"": 191000}",191000,2,35.22073,2009.34,1,2007,,2600,Yes,None,,7112-Bear-Grass-Ln-Charlotte-NC-28227,-
Central,3,-80.64317,0.25,,7112 Duchamp Dr,Charlotte,NC,28215,2017-07-31,"{""19971020"": 144000, ""20170731"": 169000}",169000,2,35.24674,1544.37,1,1997,G00,1851,Yes,None,,7112-Duchamp-Dr-Charlotte-NC-28215,-
Central,4,-80.7762201,0.18,400 ,7112 Prescott Pond Ln,Charlotte,NC,28270,2017-07-24,"{""20170724"": 436500, ""20060103"": 375000}",436500,3,35.1108,4551.54,1,1993,G00,2591,Yes,None,,7112-Prescott-Pond-Ln-Charlotte-NC-28270,-
Central,5,-80.8024801,0.34,539 ,7113 Chadwyck Farms Dr,Charlotte,NC,28226,2017-02-09,"{""19971103"": 302500, ""20170209"": 510000}",510000,3,35.10652,5326.88,1,1997,G00,3304,Yes,None,,7113-Chadwyck-Farms-Dr-Charlotte-NC-28226,-
Central,2,-80.8521101,0.0,,7113 Cypress Creek Ln,Charlotte,NC,28210,2017-06-28,"{""19990215"": 386500, ""20170628"": 864000}",864000,2,35.1337,10575.68,1,1998,,2254,Yes,None,,7113-Cypress-Creek-Ln-Charlotte-NC-28210,-
Central,4,-80.73812,0.33,,7113 Fox Hunt Rd,Charlotte,NC,28212,2017-05-18,"{""20170518"": 180000}",180000,2,35.19393,1420.39,1,1971,I00,2337,Yes,None,,7113-Fox-Hunt-Rd-Charlotte-NC-28212,-
Central,4,-80.7968001,0.0,,7113 Toxaway Ln,Charlotte,NC,28269,2016-08-23,"{""20130530"": 187500, ""20160823"": 218000}",218000,2,35.3252,2023.58,1,2013,,2147,Yes,None,,7113-Toxaway-Ln-Charlotte-NC-28269,-
Central,3,-80.7450001,0.03,,7114 Abbotts Glen Dr,Charlotte,NC,28212,2016-11-18,"{""20130626"": 78000, ""20161118"": 129000}",129000,2,35.16401,1087.09,1,2004,,1490,Yes,None,,7114-Abbotts-Glen-Dr-Charlotte-NC-28212,-
Central,4,-80.92779,0.22,,7114 Arista Ct,Charlotte,NC,28214,2016-10-20,"{""20161020"": 152000, ""20080801"": 161000}",152000,2,35.29804,1778.94,1,2007,,2148,Yes,None,,7114-Arista-Ct-Charlotte-NC-28214,-
Central,3,-80.71603,0.39,,7114 Plott Rd,Charlotte,NC,28215,2016-09-16,"{""20160916"": 64000}",64000,1,35.23683,1153.75,1,1920,G00,1200,Yes,None,100,7114-Plott-Rd-Charlotte-NC-28215,-
Central,4,-80.8030401,0.49,549 ,7115 Darnley Pl,Charlotte,NC,28226,2016-10-25,"{""19990701"": 360000, ""20161025"": 590000}",590000,4,35.10454,5917.13,1,1994,I00,3696,Yes,None,,7115-Darnley-Pl-Charlotte-NC-28226,-
Central,3,-80.85826,0.37,,7116 Bridlespur Ln,Charlotte,NC,28210,2017-01-05,"{""20170105"": 350000}",350000,2,35.13707,3266.2,1,1964,G00,1787,Yes,None,,7116-Bridlespur-Ln-Charlotte-NC-28210,-
Central,3,-80.7118,0.13,,7117 Angela Marie Ct,Charlotte,NC,28215,2017-07-17,"{""20170717"": 135000, ""20080417"": 92500}",135000,2,35.22622,1432.04,1,2004,,1200,Yes,None,,7117-Angela-Marie-Ct-Charlotte-NC-28215,-
Central,3,-80.91633,0.29,240 ,7117 Bearsden Ct,Charlotte,NC,28217,2016-09-30,"{""20060120"": 112000, ""20160930"": 145000}",145000,2,35.1542,1526.53,1,1989,G00,1258,Yes,None,,7117-Bearsden-Ct-Charlotte-NC-28217,-
Central,2,-80.87027,0.47,368 ,7117 Beatties Ford Rd,Charlotte,NC,28216,2017-01-18,"{""20170118"": 77000}",77000,1,35.32795,837.84,1,1949,G00,900,Yes,None,,7117-Beatties-Ford-Rd-Charlotte-NC-28216,-
Central,4,-80.7699201,0.42,506 ,7117 Crown Colony Dr,Charlotte,NC,28270,2017-04-05,"{""20140904"": 375000, ""19901019"": 170000, ""20170405"": 419000}",419000,3,35.12262,4209.82,1,1990,G00,3262,Yes,None,,7117-Crown-Colony-Dr-Charlotte-NC-28270,-
Central,3,-80.8090501,0.15,,7117 Felicity Ct,Charlotte,NC,28277,2017-01-06,"{""20170106"": 282000}",282000,3,35.04145,2809.28,1,2003,,2221,Yes,None,,7117-Felicity-Ct-Charlotte-NC-28277,-
Central,3,-80.9331601,0.24,380 ,7117 Long Run Ln,Charlotte,NC,28216,2016-07-21,"{""20160721"": 165500, ""20000522"": 138000}",165500,2,35.33264,1819.06,1,2000,G00,1897,Yes,None,,7117-Long-Run-Ln-Charlotte-NC-28216,-
Central,4,-80.7608201,0.99,,7118 Chartwell Ln,Charlotte,NC,28212,2016-06-30,"{""20160630"": 287000}",287000,3,35.17,2708.31,1,1955,I00,2173,Yes,None,,7118-Chartwell-Ln-Charlotte-NC-28212,-
Central,3,-80.926363,0.11,,7118 Roaming Path Ct,Charlotte,NC,28214,2017-06-23,"{""20170623"": 925000, ""20060505"": 131500}",925000,2,35.286037,1130.44,1,2005,,1673,Yes,None,,7118-Roaming-Path-Ct-Charlotte-NC-28214,-
Central,3,-80.74393,0.14,,7118 Weakly Ct,Charlotte,NC,28212,2016-12-14,"{""20161214"": 151000}",151000,2,35.17763,1776.35,1,2006,,1952,Yes,None,,7118-Weakly-Ct-Charlotte-NC-28212,-
Central,2,-80.85709,0.0,,7119 Meeting St,Charlotte,NC,28210,2016-11-17,"{""20161117"": 207000, ""20100701"": 160000}",207000,2,35.12214,2090.88,1,1985,,1255,Yes,None,,7119-Meeting-St-Charlotte-NC-28210,-
None,3,-80.9066701,0.21,,712 Dunbrook Ln,Charlotte,NC,28217,2016-09-29,"{""20160929"": 53000, ""20061214"": 60500}",53000,1,35.1593,626.92,,1970,G00,986,Yes,None,,712-Dunbrook-Ln-Charlotte-NC-28217,-
Central,1,-80.82146,0.59,,712 Louise Ave,Charlotte,NC,28204,2016-12-15,"{""20070529"": 164500, ""20161215"": 159000}",159000,1,35.22098,1498.05,,1920,,713,Yes,Apt 204,,712-Louise-Ave-Apt-204-Charlotte-NC-28204,-
Central,2,-80.82146,0.0,,712 Louise Ave,Charlotte,NC,28204,2016-06-17,"{""20070608"": 225000, ""20160617"": 200000}",200000,2,35.22098,1799.65,,1920,,1038,Yes,Apt 301,,712-Louise-Ave-Apt-301-Charlotte-NC-28204,-
Central,2,-80.82998,0.0,,712 N Alexander St,Charlotte,NC,28202,2016-12-15,"{""20091030"": 255000, ""20161215"": 310000}",310000,2,35.22679,2982.72,,2004,,1380,Heat Pump,None,,712-N-Alexander-St-Charlotte-NC-28202,-
Central,5,-80.80886,0.61,,7120 Fairway Vista Dr,Charlotte,NC,28226,2017-06-30,"{""20140507"": 1250000, ""20170630"": 1250000}",1250000,5,35.10905,15192.81,Y,2004,,6515,Yes,None,,7120-Fairway-Vista-Dr-Charlotte-NC-28226,-
Central,4,-80.7821301,0.0,,7120 Old Providence Rd,Charlotte,NC,28226,2016-09-15,"{""20160915"": 121500, ""20080418"": 810000}",121500,4,35.11736,12730.86,1,2007,,5165,Yes,None,,7120-Old-Providence-Rd-Charlotte-NC-28226,-
Central,3,-80.9176901,0.29,308 ,7120 Pleasant Grove Rd,Charlotte,NC,28216,2016-08-16,"{""20160816"": 265000}",265000,1,35.3113,1174.65,1,1948,G00,1144,Yes,None,,7120-Pleasant-Grove-Rd-Charlotte-NC-28216,-
Central,3,-80.63663,0.3,,7120 Spandril Ln,Charlotte,NC,28215,2016-12-15,"{""20120927"": 122000, ""20161215"": 180000}",180000,2,35.25055,1525.72,1,1995,G00,1766,Yes,None,,7120-Spandril-Ln-Charlotte-NC-28215,-
Central,4,-80.8013001,0.27,520 ,7120 Walton Heath Ln,Charlotte,NC,28277,2017-04-12,"{""20170412"": 314000, ""20010716"": 265000}",314000,2,35.06264,2985.32,1,1993,G00,2476,Yes,None,,7120-Walton-Heath-Ln-Charlotte-NC-28277,-
Central,2,-80.71942,0.0,,7120 Winery Ln,Charlotte,NC,28227,2016-11-23,"{""20161123"": 52000, ""20150914"": 49300, ""20080314"": 70000}",52000,2,35.20162,1019.12,1,1986,,1131,Yes,None,,7120-Winery-Ln-Charlotte-NC-28227,-
Central,6,-80.8096001,0.61,,7121 Fairway Vista Dr,Charlotte,NC,28226,2017-05-03,"{""20170503"": 1890000, ""20060815"": 1759000}",1890000,5,35.10859,18528.48,1,2005,,8469,Yes,None,,7121-Fairway-Vista-Dr-Charlotte-NC-28226,-
Central,3,-80.7969601,0.28,420 ,7121 Kinsmore Ln,Charlotte,NC,28269,2017-06-20,"{""20070312"": 175000, ""20170620"": 195000}",195000,2,35.34261,1971.8,1,1989,G00,1812,Yes,None,,7121-Kinsmore-Ln-Charlotte-NC-28269,-
Central,4,-80.7758901,0.16,400 ,7121 Prescott Pond Ln,Charlotte,NC,28270,2017-05-31,"{""20170531"": 365000}",365000,2,35.11007,4422.1,1,1994,G00,2606,Yes,None,,7121-Prescott-Pond-Ln-Charlotte-NC-28270,-
Central,3,-80.7216701,0.08,,7121 Sycamore Grove Ct,Charlotte,NC,28227,2017-04-18,"{""20060213"": 125000, ""20170418"": 156500}",156500,2,35.19693,1626.2,1,2005,,1600,Yes,None,,7121-Sycamore-Grove-Ct-Charlotte-NC-28227,-
Central,3,-80.9029901,0.2,,7122 Advocator Ln,Charlotte,NC,28216,2017-01-11,"{""20170111"": 203500, ""20061025"": 163000}",203500,2,35.34317,1595.13,,2004,,2256,Yes,None,,7122-Advocator-Ln-Charlotte-NC-28216,-
Central,3,-80.92798,0.27,,7122 Arista Ct,Charlotte,NC,28214,2017-05-02,"{""20080617"": 134000, ""20170502"": 440500, ""20160301"": 85000}",440500,2,35.29839,1415.21,1,2008,,1392,Yes,None,,7122-Arista-Ct-Charlotte-NC-28214,-
Central,4,-80.76222,0.44,361 ,7122 Terrace Dr,Charlotte,NC,28211,2017-06-09,"{""20130401"": 260000, ""20170609"": 359000}",359000,3,35.15005,3443.54,1,1964,G00,2628,Yes,None,240,7122-Terrace-Dr-Charlotte-NC-28211,-
Central,3,-80.82488,0.14,,7124 Fox Point Dr,Charlotte,NC,28269,2017-06-21,"{""20100420"": 107500, ""20170621"": 165000}",165000,2,35.31672,1249.53,1,2003,,1814,Yes,None,,7124-Fox-Point-Dr-Charlotte-NC-28269,-
Central,3,-80.7273,0.66,768 ,7124 Lakeside Dr,Charlotte,NC,28215,2017-01-30,"{""20170130"": 196500, ""20040428"": 155000}",196500,2,35.239944,2032.64,1,1960,I00,1988,Yes,None,,7124-Lakeside-Dr-Charlotte-NC-28215,-
Central,3,-80.77984,6.13,,7124 Ridge Lane Rd,Charlotte,NC,28262,2017-07-10,"{""20170710"": 165000, ""20170110"": 69000}",165000,3,35.30186,2547.8,1,1957,I00,2874,Yes,None,960,7124-Ridge-Lane-Rd-Charlotte-NC-28262,-
Central,3,-80.86835,0.26,,7124 Ridgebrook Dr,Charlotte,NC,28210,2017-01-30,"{""20140501"": 181000, ""20150911"": 200000, ""20170130"": 218000}",218000,1,35.12919,2015.81,1,1966,G00,1441,Yes,None,,7124-Ridgebrook-Dr-Charlotte-NC-28210,-
Central,4,-80.7816001,0.47,,7125 Folger Dr,Charlotte,NC,28270,2017-07-06,"{""20090226"": 239000, ""20170706"": 393000}",393000,2,35.14159,3126.4,,1963,G00,2309,Heat Pump,None,,7125-Folger-Dr-Charlotte-NC-28270,-
Central,3,-80.73551,0.3,315 ,7126 Bluff Wood Cv,Charlotte,NC,28212,2017-07-27,"{""20170727"": 176000, ""20040308"": 106500}",176000,2,35.18224,1469.58,1,1987,G00,1809,Yes,None,,7126-Bluff-Wood-Cv-Charlotte-NC-28212,-
Central,4,-80.80276,0.36,594 ,7126 Jardiniere Ct,Charlotte,NC,28226,2017-03-03,"{""20170303"": 540000, ""20150910"": 525000, ""19940218"": 231000}",540000,2,35.10291,5295.83,1,1994,I00,3400,Yes,None,,7126-Jardiniere-Ct-Charlotte-NC-28226,-
Central,3,-80.8351101,0.1,,7127 Henderson Valley Ln,Charlotte,NC,28269,2017-03-28,"{""20041109"": 97000, ""20170328"": 78500}",78500,2,35.32519,736.94,,2004,,1020,Yes,None,,7127-Henderson-Valley-Ln-Charlotte-NC-28269,-
Central,3,-80.71745,0.04,,7127 Stonington Ln,Charlotte,NC,28227,2017-05-19,"{""20051229"": 45000, ""20140313"": 44500, ""20170519"": 67000}",67000,2,35.20159,615.27,1,1976,G00,1232,Yes,None,,7127-Stonington-Ln-Charlotte-NC-28227,-
Central,3,-80.95241,0.21,,7129 Cabe Ln,Charlotte,NC,28214,2016-10-06,"{""20161006"": 114500, ""20160914"": 86730, ""20050818"": 96000}",114500,2,35.26419,1201.64,1,2003,,1296,Yes,None,,7129-Cabe-Ln-Charlotte-NC-28214,-
Central,3,-80.71732,0.05,,7129 Stonington Ln,Charlotte,NC,28227,2017-01-25,"{""20101004"": 32000, ""20170125"": 57500, ""20151009"": 39000}",57500,2,35.20166,615.27,1,1976,G00,1232,Yes,None,,7129-Stonington-Ln-Charlotte-NC-28227,-
Central,3,-80.95405,0.13,,713 Aberdeen Glen Pl,Charlotte,NC,28214,2017-07-05,"{""20170705"": 113000, ""20090129"": 83500}",113000,2,35.28816,963.47,1,2003,,1160,Yes,None,,713-Aberdeen-Glen-Pl-Charlotte-NC-28214,-
Central,2,-80.758221,0.0,,7130 Founders Club Ct,Charlotte,NC,28269,2016-11-22,"{""20140627"": 145500, ""20161122"": 159000, ""20060926"": 153500}",159000,2,35.38893,1696.09,1,2006,,1544,Yes,None,,7130-Founders-Club-Ct-Charlotte-NC-28269,-
Central,3,-80.95109,0.48,,7130 Tall Tree Ln,Charlotte,NC,28214,2017-04-10,"{""19990219"": 63000, ""20170410"": 130000}",130000,2,35.26215,1249.53,1,1976,G00,1349,Yes,None,,7130-Tall-Tree-Ln-Charlotte-NC-28214,-
None,3,-80.74203,0.39,396 ,7131 Dorn Cir,Charlotte,NC,28212,2016-10-18,"{""20161018"": 105000}",105000,2,35.17692,1081.26,1,1953,G00,1118,Yes,None,,7131-Dorn-Cir-Charlotte-NC-28212,-
Central,3,-80.94641,0.27,,7131 Hunters Glen Dr,Charlotte,NC,28214,2016-07-05,"{""20160705"": 103500, ""20030502"": 118000}",103500,2,35.26103,1148.56,,2002,,1244,Yes,None,,7131-Hunters-Glen-Dr-Charlotte-NC-28214,-
Central,4,-80.7951301,0.39,,7131 Knightswood Dr,Charlotte,NC,28226,2017-07-07,"{""20170707"": 410000, ""20150624"": 279000, ""20130607"": 256500}",410000,3,35.11132,3130.29,1,1967,G00,1776,Yes,None,,7131-Knightswood-Dr-Charlotte-NC-28226,-
Central,3,-80.71722,0.02,,7131 Stonington Ln,Charlotte,NC,28227,2016-06-20,"{""20160620"": 53000, ""20111222"": 18272}",53000,1,35.20164,558.31,,1976,G00,1194,Yes,None,,7131-Stonington-Ln-Charlotte-NC-28227,-
Central,3,-80.8721301,0.32,,7132 Starvalley Dr,Charlotte,NC,28210,2016-08-26,"{""20071005"": 132500, ""20160826"": 181000}",181000,1,35.13296,1905.79,,1967,G00,1208,Yes,None,,7132-Starvalley-Dr-Charlotte-NC-28210,-
Central,4,-80.727836,0.84,606 ,7134 Lakeside Dr,Charlotte,NC,28215,2017-07-28,"{""20170728"": 210000, ""20050128"": 150000}",210000,3,35.239972,1927.79,1,1987,G00,2154,Yes,None,,7134-Lakeside-Dr-Charlotte-NC-28215,-
Central,2,-80.79242,0.0,,7134 Somerset Springs Dr,Charlotte,NC,28262,2008-06-27,"{""20080627"": 100000}",100000,1,35.29329,1020.42,,2008,,920,Yes,Apt F,,7134-Somerset-Springs-Dr-Apt-F-Charlotte-NC-28262,-
Central,2,-80.8438101,0.05,,7134 Tom Castain Ln,Charlotte,NC,28226,2017-01-27,"{""20051025"": 103500, ""20170127"": 156000}",156000,2,35.08188,1714.21,1,2000,G00,1298,Yes,None,,7134-Tom-Castain-Ln-Charlotte-NC-28226,-
Central,3,-80.78583,0.52,420 ,7135 Rumple Rd,Charlotte,NC,28262,2016-11-22,"{""20160622"": 88000, ""20161122"": 155000, ""20051129"": 108000}",155000,2,35.30557,1142.09,1,2001,G00,1831,Yes,None,,7135-Rumple-Rd-Charlotte-NC-28262,-
Central,3,-80.7546901,0.14,,7135 Smithton Ln,Charlotte,NC,28213,2016-10-19,"{""20040901"": 148000, ""20140409"": 138448, ""20161019"": 190000}",190000,2,35.28372,2241.03,1,2004,,2352,Yes,None,,7135-Smithton-Ln-Charlotte-NC-28213,-
Central,3,-80.926845,0.18,,7136 Roaming Path Ct,Charlotte,NC,28214,2017-06-29,"{""20170629"": 129000, ""20030918"": 127000}",129000,2,35.286422,1064.42,1,2003,,1643,Yes,None,,7136-Roaming-Path-Ct-Charlotte-NC-28214,-
Central,5,-81.0013301,0.87,,7137 Signer Rd,Charlotte,NC,28278,2016-07-21,"{""20160721"": 956000, ""20040809"": 215000}",956000,6,35.1556,11247.47,Y,2006,G00,6462,Yes,None,750,7137-Signer-Rd-Charlotte-NC-28278,-
Central,2,-80.71711,0.02,,7137 Stonington Ln,Charlotte,NC,28227,2016-09-19,"{""20160919"": 45000}",45000,1,35.2017,523.37,,1976,G00,1024,Yes,None,,7137-Stonington-Ln-Charlotte-NC-28227,-
Central,2,-80.84382,0.05,209 ,7138 Tom Castain Ln,Charlotte,NC,28226,2017-02-17,"{""20170217"": 160000, ""20090518"": 140000}",160000,2,35.08194,1734.92,1,2000,I00,1308,Yes,None,,7138-Tom-Castain-Ln-Charlotte-NC-28226,-
Central,3,-80.9125801,0.14,,7138 Wandering Creek Dr,Charlotte,NC,28216,2017-01-25,"{""20170125"": 180000}",180000,2,35.30394,1245.64,1,2004,,2302,Yes,None,,7138-Wandering-Creek-Dr-Charlotte-NC-28216,-
Central,3,-80.8709201,1.06,,7139 Beatties Ford Rd,Charlotte,NC,28216,2017-07-13,"{""20170713"": 204000, ""20070213"": 230000}",204000,2,35.32857,2253.1,1,1956,G00,2472,Yes,None,,7139-Beatties-Ford-Rd-Charlotte-NC-28216,-
Central,3,-80.86523,0.25,,714 Scaleybark Rd,Charlotte,NC,28209,2017-01-03,"{""20170103"": 300000, ""20140530"": 266000}",300000,2,35.18119,2414.49,1,1958,G00,1785,Heat Pump,None,,714-Scaleybark-Rd-Charlotte-NC-28209,-
Central,3,-80.9187101,0.47,480 ,7140 Pleasant Grove Rd,Charlotte,NC,28216,2016-08-16,"{""20160816"": 265000}",265000,1,35.31177,1418.2,1,1948,G00,1144,Heat Pump,None,,7140-Pleasant-Grove-Rd-Charlotte-NC-28216,-
Central,4,-80.78007,0.53,668 ,7140 Ramsgate Rd,Charlotte,NC,28270,2017-01-27,"{""20170127"": 455000}",455000,2,35.14011,4889.38,1,1987,I00,3785,Yes,None,510,7140-Ramsgate-Rd-Charlotte-NC-28270,-
Central,3,-80.7209401,0.11,,7140 Sycamore Grove Ct,Charlotte,NC,28227,2016-09-08,"{""20160908"": 138000, ""20060321"": 120500}",138000,2,35.19716,1574.42,,2006,,1548,Yes,None,,7140-Sycamore-Grove-Ct-Charlotte-NC-28227,-
Central,2,-80.85689,0.0,,7147 Meeting St,Charlotte,NC,28210,2017-06-28,"{""20170628"": 176000, ""20090512"": 147500, ""20151015"": 14000}",176000,2,35.12275,2015.81,1,1985,,1129,Yes,None,,7147-Meeting-St-Charlotte-NC-28210,-
Central,3,-80.8102301,0.19,,715 E 28th St,Charlotte,NC,28205,2016-09-28,"{""20160928"": 160000}",160000,1,35.24095,1310.36,,1949,G00,1294,Yes,None,,715-E-28th-St-Charlotte-NC-28205,-
Central,3,-80.8533601,0.17,200 ,715 E Tremont Ave,Charlotte,NC,28203,2017-07-28,"{""20170728"": 865000, ""20091023"": 595000}",865000,3,35.20538,7383.69,1,2006,G00,2684,Yes,None,,715-E-Tremont-Ave-Charlotte-NC-28203,-
Central,3,-80.8655001,0.21,,715 Montford Dr,Charlotte,NC,28209,2016-06-17,"{""20160617"": 264000}",264000,1,35.1715,2581.46,1,1954,G00,1306,Yes,None,,715-Montford-Dr-Charlotte-NC-28209,-
Central,2,-80.8371,0.7,,715 N Church St,Charlotte,NC,28202,2016-09-08,"{""20160908"": 180000, ""20040428"": 164000}",180000,1,35.23347,2003.26,,2003,,722,Yes,Unit 302,,715-N-Church-St-Unit-302-Charlotte-NC-28202,-
Central,2,-80.8371,0.7,,715 N Church St,Charlotte,NC,28202,2017-01-24,"{""20170124"": 178000}",178000,1,35.23347,1950.81,,2003,,704,Yes,Unit 308,,715-N-Church-St-Unit-308-Charlotte-NC-28202,-
Central,2,-80.8371,0.7,,715 N Church St,Charlotte,NC,28202,2017-03-24,"{""20070405"": 192000, ""20170324"": 179000}",179000,1,35.23347,1873.45,,2003,,632,Yes,Unit 501,,715-N-Church-St-Unit-501-Charlotte-NC-28202,-
Central,1,-80.8371,0.7,,715 N Church St,Charlotte,NC,28202,2017-05-16,"{""20130826"": 94900, ""20140411"": 101000, ""20170516"": 167500}",167500,1,35.23347,1865.58,,2003,,624,Yes,Unit 506,,715-N-Church-St-Unit-506-Charlotte-NC-28202,-
Central,2,-80.8371,0.7,,715 N Church St,Charlotte,NC,28202,2016-09-08,"{""20160908"": 191000, ""20031001"": 175000}",191000,1,35.23347,1962.61,,2003,,716,Yes,Unit 602,,715-N-Church-St-Unit-602-Charlotte-NC-28202,-
Central,1,-80.8371,0.7,,715 N Church St,Charlotte,NC,28202,2016-10-06,"{""20161006"": 191000, ""20060731"": 240000, ""20140617"": 115000}",191000,1,35.23347,2050.46,,2003,,798,Yes,Unit 609,,715-N-Church-St-Unit-609-Charlotte-NC-28202,-
Central,1,-80.8371,0.7,,715 N Church St,Charlotte,NC,28202,2017-04-10,"{""20170410"": 198000, ""20080523"": 219000}",198000,1,35.23347,2383.5,,2003,,926,Yes,Unit 610,,715-N-Church-St-Unit-610-Charlotte-NC-28202,-
Central,1,-80.8371,0.7,,715 N Church St,Charlotte,NC,28202,2017-03-16,"{""20040426"": 186000, ""20170316"": 196000}",196000,1,35.23347,2383.5,,2003,,926,Yes,Unit 710,,715-N-Church-St-Unit-710-Charlotte-NC-28202,-
Central,1,-80.8371,0.7,,715 N Church St,Charlotte,NC,28202,2017-07-14,"{""20170714"": 155000, ""20050531"": 148000}",155000,1,35.23347,1682.02,,2003,,518,Yes,Unit 804,,715-N-Church-St-Unit-804-Charlotte-NC-28202,-
Central,1,-80.8371,0.7,,715 N Church St,Charlotte,NC,28202,2017-06-28,"{""20060424"": 195000, ""20170628"": 176000}",176000,1,35.23347,1777.73,,2003,,569,Yes,Unit 806,,715-N-Church-St-Unit-806-Charlotte-NC-28202,-
Central,1,-80.8371,0.7,,715 N Church St,Charlotte,NC,28202,2016-09-09,"{""20160909"": 165000, ""20040223"": 161500}",165000,1,35.23347,1941.63,,2003,,696,Yes,Unit 809,,715-N-Church-St-Unit-809-Charlotte-NC-28202,-
Central,2,-80.8401901,0.0,,715 N Graham St,Charlotte,NC,28202,2016-08-19,"{""20160819"": 395000, ""20121002"": 250000, ""20150126"": 330000}",395000,2,35.23595,4535.18,,2009,,1716,Yes,Ste 201,,715-N-Graham-St-Ste-201-Charlotte-NC-28202,-
Central,2,-80.8401901,0.0,,715 N Graham St,Charlotte,NC,28202,2017-07-03,"{""20170703"": 329000}",329000,2,35.23595,3657.99,,2009,,1206,Yes,Ste 210,,715-N-Graham-St-Ste-210-Charlotte-NC-28202,-
Central,2,-80.8401901,0.0,,715 N Graham St,Charlotte,NC,28202,2017-06-30,"{""20120529"": 228000, ""20170630"": 354000}",354000,2,35.23595,3457.38,,2009,,1142,Yes,Ste 309,,715-N-Graham-St-Ste-309-Charlotte-NC-28202,-
Central,2,-80.8401901,0.0,,715 N Graham St,Charlotte,NC,28202,2017-01-30,"{""20170130"": 356000}",356000,2,35.23595,3816.65,,2009,,1140,Yes,Ste 404,,715-N-Graham-St-Ste-404-Charlotte-NC-28202,-
Central,2,-80.8401901,0.0,,715 N Graham St,Charlotte,NC,28202,2017-07-21,"{""20120327"": 255000, ""20170721"": 366000}",366000,2,35.23595,3816.65,,2009,,1140,Yes,Ste 504,,715-N-Graham-St-Ste-504-Charlotte-NC-28202,-
Central,2,-80.8401901,0.0,,715 N Graham St,Charlotte,NC,28202,2016-06-06,"{""20120626"": 272000, ""20110204"": 8600000, ""20160606"": 335000}",335000,2,35.23595,3892.69,,2009,,1140,Yes,Ste 604,,715-N-Graham-St-Ste-604-Charlotte-NC-28202,-
Central,3,-80.8846,0.25,360 ,715 Silverleaf Rd,Charlotte,NC,28217,2016-12-22,"{""20161222"": 182500, ""20070618"": 152000}",182500,2,35.14509,1542.07,1,1989,G00,1348,Yes,None,390,715-Silverleaf-Rd-Charlotte-NC-28217,-
Central,2,-80.85954,0.28,,715 Wriston Pl,Charlotte,NC,28209,2017-06-09,"{""20170609"": 215000}",215000,1,35.19547,3026.73,1,1948,G00,1211,Yes,None,,715-Wriston-Pl-Charlotte-NC-28209,-
Central,3,-80.94726,0.26,,7150 Hunters Glen Dr,Charlotte,NC,28214,2017-02-24,"{""20170224"": 80000, ""20100219"": 655300}",80000,2,35.26011,1061.84,1,2001,G00,1000,Yes,None,,7150-Hunters-Glen-Dr-Charlotte-NC-28214,-
