listing_data_air_conditioning,listing_data_num_bedrooms,address_lon,listing_data_lot_area_acres,listing_data_garage_or_park_sqft,address_address_line1,address_city,address_state,address_zipcode,last_sold_date,sold_price_history,last_sold_price,listing_data_num_bathrooms,address_lat,prop_taxes,listing_data_fireplace,year_built,listing_data_roof_type,listing_data_building_area_sq_ft,listing_data_heat_type,address_unit,listing_data_basement_area,address_slug,listing_data_lot_area_sqft
Central,4,-80.6434,0.34,470 ,12617 Cedar Post Ln,Charlotte,NC,28215,2017-07-06,"{""20051213"": 225500, ""20170706"": 191000}",191000,3,35.24402,2354.03,1,1998,G00,2751,Yes,None,,12617-Cedar-Post-Ln-Charlotte-NC-28215,-
Central,4,-80.71473,0.27,420 ,12618 Wetherburn Ln,Charlotte,NC,28262,2016-06-30,"{""19970613"": 182000, ""20160630"": 235000}",235000,2,35.34406,2701.84,1,1991,G00,2865,Yes,None,,12618-Wetherburn-Ln-Charlotte-NC-28262,-
Central,3,-80.7430701,0.02,,1262 Maple Shade Ln,Charlotte,NC,28270,2016-12-01,"{""19920127"": 72500, ""20161201"": 92031, ""20150220"": 90000}",92031,2,35.13894,1424.27,1,1991,G00,1235,Yes,None,,1262-Maple-Shade-Ln-Charlotte-NC-28270,-
Central,4,-81.00663,0.0,,12623 Burr Oak Ln,Charlotte,NC,28278,2017-06-30,"{""20170630"": 660000}",660000,4,35.13925,7954.72,1,2009,,4331,Yes,None,,12623-Burr-Oak-Ln-Charlotte-NC-28278,-
Central,4,-80.7986101,0.48,,12623 Provincetowne Dr,Charlotte,NC,28277,2016-11-29,"{""20161129"": 339000, ""20070629"": 300000}",339000,2,35.04948,3593.68,1,2002,,2938,Yes,None,,12623-Provincetowne-Dr-Charlotte-NC-28277,-
Central,3,-80.7149701,0.26,462 ,12624 Wetherburn Ln,Charlotte,NC,28262,2017-04-18,"{""20170418"": 239000}",239000,2,35.34397,2411.9,1,1990,G00,1961,Yes,None,,12624-Wetherburn-Ln-Charlotte-NC-28262,-
Central,3,-80.8669101,0.04,,12627 Bluestem Ln,Charlotte,NC,28277,2017-06-13,"{""20170613"": 152000, ""20050902"": 117500}",152000,2,35.03875,1572.48,1,1999,G00,1360,Yes,None,,12627-Bluestem-Ln-Charlotte-NC-28277,-
Central,5,-81.01822,3.09,,12627 Ninebark Trl,Charlotte,NC,28278,2016-09-02,"{""20160902"": 895000, ""20060801"": 1050000}",895000,4,35.13584,9434.71,1,2005,,5301,Yes,None,,12627-Ninebark-Trl-Charlotte-NC-28278,-
Central,4,-80.6428201,0.38,506 ,12629 Cedar Post Ln,Charlotte,NC,28215,2017-03-10,"{""20170310"": 252500, ""20071012"": 244000}",252500,2,35.24408,2695.23,1,1999,G00,3363,Yes,None,,12629-Cedar-Post-Ln-Charlotte-NC-28215,-
Central,4,-80.9957801,0.2,,12629 Walking Stick Dr,Charlotte,NC,28278,2017-05-19,"{""20040302"": 164000, ""20170519"": 230000}",230000,2,35.12735,2272.1,1,2003,,2668,Yes,None,,12629-Walking-Stick-Dr-Charlotte-NC-28278,-
Central,3,-80.9942401,0.22,420 ,12632 Waterfall Pl,Charlotte,NC,28278,2017-06-09,"{""19990625"": 140500, ""20170609"": 210000}",210000,2,35.13157,1833.3,1,1999,G00,1693,Yes,None,,12632-Waterfall-Pl-Charlotte-NC-28278,-
Central,3,-80.97949,0.23,440 ,12634 Ivey Creek Dr,Charlotte,NC,28273,2017-07-03,"{""20170703"": 219000}",219000,2,35.11902,2248.81,1,1998,G00,2482,Yes,None,,12634-Ivey-Creek-Dr-Charlotte-NC-28273,-
Central,4,-80.9463801,0.9,,12634 Preservation Pointe Dr,Charlotte,NC,28216,2016-12-13,"{""20161213"": 1008000, ""20030421"": 235000}",1008000,3,35.34854,15324.83,Y,2006,,5986,Yes,None,,12634-Preservation-Pointe-Dr-Charlotte-NC-28216,-
Central,4,-80.71252,0.36,528 ,12636 Headquarters Farm Rd,Charlotte,NC,28262,2017-06-29,"{""20170629"": 225000, ""20140429"": 182000, ""19901219"": 155000}",225000,2,35.34421,2493.44,1,1989,G00,2302,Yes,None,,12636-Headquarters-Farm-Rd-Charlotte-NC-28262,-
Central,4,-80.8023801,0.12,,12637 Doster Ave,Charlotte,NC,28277,2016-06-14,"{""20160614"": 385000, ""20130731"": 312500}",385000,3,35.03691,4018.25,1,2004,,2532,Yes,None,,12637-Doster-Ave-Charlotte-NC-28277,-
Central,4,-80.9465101,0.55,,12638 Preservation Pointe Dr,Charlotte,NC,28216,2017-04-13,"{""20060831"": 1175000, ""20170413"": 1100000}",1100000,3,35.34889,12470.68,1,2006,,5181,Yes,None,,12638-Preservation-Pointe-Dr-Charlotte-NC-28216,-
Central,3,-80.96653,0.03,,12640 Tucker Crossing Ln,Charlotte,NC,28273,2016-08-29,"{""20160829"": 113000, ""20130514"": 68462}",113000,2,35.1233,1227.52,1,1996,G00,1304,Heat Pump,None,,12640-Tucker-Crossing-Ln-Charlotte-NC-28273,-
Central,2,-80.97874,0.02,,12653 Persimmon Tree Dr,Charlotte,NC,28273,2016-12-02,"{""20161202"": 118000, ""20120420"": 66000}",118000,2,35.10504,1491.58,,2008,,1378,Yes,None,,12653-Persimmon-Tree-Dr-Charlotte-NC-28273,-
Central,2,-80.9659201,0.02,,12653 Tucker Crossing Ln,Charlotte,NC,28273,2017-03-17,"{""20170317"": 96000, ""20091103"": 79000}",96000,1,35.12344,1024.31,1,1996,G00,976,Heat Pump,None,,12653-Tucker-Crossing-Ln-Charlotte-NC-28273,-
Central,3,-80.8664201,0.04,,12655 Bluestem Ln,Charlotte,NC,28277,2017-08-01,"{""20170801"": 172500, ""19991115"": 113500}",172500,2,35.03896,1572.48,1,1999,G00,1360,Yes,None,,12655-Bluestem-Ln-Charlotte-NC-28277,-
Central,2,-80.96589,0.02,,12655 Tucker Crossing Ln,Charlotte,NC,28273,2017-05-11,"{""20170511"": 101000}",101000,2,35.1234,1118.79,1,1996,G00,1088,Heat Pump,None,,12655-Tucker-Crossing-Ln-Charlotte-NC-28273,-
Central,2,-80.9783901,0.02,,12656 Persimmon Tree Dr,Charlotte,NC,28273,2017-05-15,"{""20081029"": 138000, ""20170515"": 119000}",119000,2,35.10531,1491.58,,2008,,1378,Yes,None,,12656-Persimmon-Tree-Dr-Charlotte-NC-28273,-
Central,3,-80.8662301,0.05,,12663 Bluestem Ln,Charlotte,NC,28277,2016-10-07,"{""19991117"": 113000, ""20131112"": 127000, ""20161007"": 152000}",152000,2,35.03899,1572.48,1,1999,G00,1360,Yes,None,,12663-Bluestem-Ln-Charlotte-NC-28277,-
Central,2,-80.8661901,0.03,,12667 Bluestem Ln,Charlotte,NC,28277,2016-11-02,"{""20100409"": 124000, ""20161102"": 139500}",139500,2,35.03893,1569.89,1,1999,G00,1304,Yes,None,,12667-Bluestem-Ln-Charlotte-NC-28277,-
Central,2,-80.9785,0.02,,12668 Persimmon Tree Dr,Charlotte,NC,28273,2017-05-19,"{""20090902"": 112000, ""20170519"": 129000}",129000,2,35.10542,1486.4,,2008,,1371,Yes,None,,12668-Persimmon-Tree-Dr-Charlotte-NC-28273,-
Central,3,-80.6679078,0.2755,,12673 Plaza Road Ext,Charlotte,NC,28215,2016-09-09,"{""20160909"": 70000, ""19890801"": 55000}",70000,1,35.2729492,777.45,,1972,G00,1164,Forced Air Unit,None,,12673-Plaza-Road-Ext-Charlotte-NC-28215,LDR
Central,3,-80.86612,0.03,,12679 Bluestem Ln,Charlotte,NC,28277,2016-09-13,"{""20160913"": 128000, ""20070404"": 126000, ""20130820"": 125000}",128000,2,35.03881,1560.83,1,1999,G00,1311,Yes,None,,12679-Bluestem-Ln-Charlotte-NC-28277,-
Central,4,-80.7913801,0.43,746 ,12683 Tom Short Rd,Charlotte,NC,28277,2017-05-23,"{""20160408"": 460000, ""20161229"": 255000, ""20170523"": 120000}",120000,4,35.03667,5744.97,1,2000,G00,4286,Yes,None,,12683-Tom-Short-Rd-Charlotte-NC-28277,-
Central,2,-80.84265,0.86,,127 N Tryon St,Charlotte,NC,28202,2017-07-12,"{""20060427"": 360000, ""20170712"": 395000}",395000,2,35.22836,3574.56,,1955,,1508,Yes,Unit 304,,127-N-Tryon-St-Unit-304-Charlotte-NC-28202,-
Central,2,-80.84265,0.86,,127 N Tryon St,Charlotte,NC,28202,2017-06-02,"{""20140929"": 289500, ""20020603"": 284000, ""20170602"": 367500}",367500,2,35.22836,3711.95,,1955,,1624,Yes,Unit 414,,127-N-Tryon-St-Unit-414-Charlotte-NC-28202,-
Central,2,-80.84265,0.86,,127 N Tryon St,Charlotte,NC,28202,2016-07-18,"{""20050516"": 645000, ""20160718"": 630000}",630000,2,35.22836,3574.56,,1955,,1508,Yes,Unit 509,,127-N-Tryon-St-Unit-509-Charlotte-NC-28202,-
Central,2,-80.84265,0.86,,127 N Tryon St,Charlotte,NC,28202,2016-07-18,"{""20050516"": 645000, ""20160718"": 630000}",630000,2,35.22836,3574.56,,1955,,1508,Yes,Unit 510,,127-N-Tryon-St-Unit-510-Charlotte-NC-28202,-
Central,2,-80.84265,0.86,,127 N Tryon St,Charlotte,NC,28202,2016-09-30,"{""20120427"": 239000, ""20160930"": 380000}",380000,2,35.22836,3711.95,,1955,,1624,Yes,Unit 514,,127-N-Tryon-St-Unit-514-Charlotte-NC-28202,-
Central,2,-80.84265,0.86,,127 N Tryon St,Charlotte,NC,28202,2016-06-03,"{""19960220"": 318500, ""20160603"": 475000}",475000,2,35.22836,3807.59,,1955,,1624,Yes,Unit 613,,127-N-Tryon-St-Unit-613-Charlotte-NC-28202,-
Central,3,-80.7824901,0.47,,127 Renwick Rd,Charlotte,NC,28211,2017-05-08,"{""20170508"": 408000, ""20150311"": 295000}",408000,2,35.16257,3229.96,1,1963,I00,1635,Yes,None,,127-Renwick-Rd-Charlotte-NC-28211,-
Central,3,-80.78711,0.29,400 ,12704 Cardinal Point Rd,Charlotte,NC,28269,2017-07-13,"{""20170713"": 178500, ""20000323"": 131500}",178500,2,35.38078,1765.99,1,1997,G00,1591,Yes,None,,12704-Cardinal-Point-Rd-Charlotte-NC-28269,-
Central,4,-80.7879001,0.0,,12705 Brady Dr,Charlotte,NC,28269,2017-03-14,"{""20121119"": 139000, ""20160720"": 220000, ""20170314"": 235000}",235000,2,35.35169,2081.82,1,2012,,1992,Yes,None,,12705-Brady-Dr-Charlotte-NC-28269,-
Central,3,-80.78772,0.24,420 ,12705 Cardinal Point Rd,Charlotte,NC,28269,2017-03-02,"{""20130625"": 133500, ""20170302"": 180000}",180000,2,35.38098,1821.65,1,1997,G00,1580,Yes,None,,12705-Cardinal-Point-Rd-Charlotte-NC-28269,-
Central,4,-80.7146,0.28,420 ,12707 Peyton Ct,Charlotte,NC,28262,2017-02-23,"{""20010920"": 190000, ""20170223"": 175000}",175000,2,35.34258,2542.63,1,1994,G00,2385,Yes,None,,12707-Peyton-Ct-Charlotte-NC-28262,-
Central,3,-80.6914301,2.06,,12708 Caldwell Rd,Charlotte,NC,28213,2017-02-08,"{""20100514"": 144500, ""20170208"": 186500}",186500,2,35.28442,2004.16,1,1969,G00,1620,Yes,None,700,12708-Caldwell-Rd-Charlotte-NC-28213,-
Central,4,-80.9847901,4.01,,12708 Hamilton Rd,Charlotte,NC,28273,2017-06-27,"{""20060808"": 250000, ""20170627"": 320000}",320000,3,35.08666,2301.87,1,1964,,2994,Yes,None,,12708-Hamilton-Rd-Charlotte-NC-28273,-
Central,4,-80.9799001,0.2,440 ,12708 Ivey Creek Dr,Charlotte,NC,28273,2016-11-16,"{""20161116"": 114000}",114000,2,35.11854,2123.24,1,1998,G00,2042,Yes,None,,12708-Ivey-Creek-Dr-Charlotte-NC-28273,-
Central,3,-80.9971001,0.0,,12710 Winget Rd,Charlotte,NC,28278,2017-01-24,"{""20170124"": 242000, ""20071025"": 250500}",242000,2,35.1241,1888.86,1,2007,,2318,Yes,None,,12710-Winget-Rd-Charlotte-NC-28278,-
Central,3,-80.96278,0.03,,12713 Spirit Bound Way,Charlotte,NC,28273,2016-09-02,"{""20160902"": 117000, ""19990728"": 102000, ""20150618"": 100000}",117000,2,35.12237,1210.06,,1999,G00,1304,Heat Pump,None,,12713-Spirit-Bound-Way-Charlotte-NC-28273,-
Central,3,-80.71616,0.26,441 ,12713 Wetherburn Ln,Charlotte,NC,28262,2016-07-15,"{""20160715"": 220000, ""20100817"": 138000}",220000,2,35.34304,2475.32,1,1994,I00,2211,Yes,None,,12713-Wetherburn-Ln-Charlotte-NC-28262,-
Central,2,-80.97779,0.02,,12716 Mosby Ln,Charlotte,NC,28273,2017-01-30,"{""20070831"": 88000, ""20170130"": 94000}",94000,1,35.10989,979.65,,2000,G00,1030,Yes,None,,12716-Mosby-Ln-Charlotte-NC-28273,-
Central,4,-80.98271,0.26,,12717 Swann Branch Dr,Charlotte,NC,28273,2017-05-15,"{""20170515"": 283000}",283000,3,35.11564,3231.25,1,2006,,3116,Yes,None,,12717-Swann-Branch-Dr-Charlotte-NC-28273,-
Central,4,-81.005836,0.0,,12719 Frank Wiley Ln,Charlotte,NC,28278,2016-11-07,"{""20161107"": 205000}",205000,2,35.125208,1944.82,1,2006,,2714,Yes,None,,12719-Frank-Wiley-Ln-Charlotte-NC-28278,-
Central,5,-80.7948301,0.5,563 ,12719 Lindrick Ln,Charlotte,NC,28277,2017-06-02,"{""20020716"": 418000, ""20170602"": 580000}",580000,4,35.0341,5572.82,Y,1999,I00,4316,Yes,None,,12719-Lindrick-Ln-Charlotte-NC-28277,-
Central,3,-80.74928,0.16,420 ,12720 Candle Leaf Ct,Charlotte,NC,28269,2017-06-08,"{""20170608"": 175000, ""20010601"": 148000}",175000,2,35.37164,1410.03,1,2001,G00,1783,Yes,None,,12720-Candle-Leaf-Ct-Charlotte-NC-28269,-
Central,3,-81.006481,0.0,,12720 Frank Wiley Ln,Charlotte,NC,28278,2016-10-18,"{""20161018"": 200000}",200000,2,35.125155,1770.37,1,2006,,2370,Yes,None,,12720-Frank-Wiley-Ln-Charlotte-NC-28278,-
Central,3,-80.96636,0.05,,12720 Hennigan Place Ln,Charlotte,NC,28214,2017-07-10,"{""20170710"": 115000}",115000,2,35.3359,1089.68,,2002,,1383,Yes,None,,12720-Hennigan-Place-Ln-Charlotte-NC-28214,-
Central,2,-80.96269,0.02,,12720 Spirit Bound Way,Charlotte,NC,28273,2017-06-26,"{""20170626"": 125000, ""20150831"": 89000}",125000,2,35.12289,1118.15,1,1999,G00,1088,Heat Pump,None,,12720-Spirit-Bound-Way-Charlotte-NC-28273,-
Central,3,-80.7877401,0.27,436 ,12721 Netherhall Dr,Charlotte,NC,28269,2016-09-14,"{""20160914"": 178500, ""20050427"": 190500}",178500,2,35.34778,2391.18,1,1993,G00,2501,Yes,None,,12721-Netherhall-Dr-Charlotte-NC-28269,-
Central,3,-80.9864601,0.17,420 ,12721 Planters Row Dr,Charlotte,NC,28278,2016-10-21,"{""20161021"": 158000, ""20080114"": 130000}",158000,2,35.12726,1591.25,1,2001,G00,1186,Yes,None,,12721-Planters-Row-Dr-Charlotte-NC-28278,-
Central,4,-80.99452,0.33,480 ,12722 Golden Sun Ct,Charlotte,NC,28278,2016-08-23,"{""20071217"": 214000, ""20160823"": 230500}",230500,2,35.12304,2165.96,1,2001,G00,2264,Yes,None,,12722-Golden-Sun-Ct-Charlotte-NC-28278,-
Central,3,-80.98238,0.15,,12723 Cumberland Cove Dr,Charlotte,NC,28273,2016-11-15,"{""20161115"": 194500, ""20080825"": 162000}",194500,2,35.09183,1993.8,1,2008,,1873,Yes,None,,12723-Cumberland-Cove-Dr-Charlotte-NC-28273,-
Central,4,-80.74964,0.19,,12723 Deaton Hill Dr,Charlotte,NC,28269,2017-06-22,"{""20170622"": 215000, ""20020806"": 155000}",215000,2,35.37043,1569.24,1,2002,,2216,Yes,None,,12723-Deaton-Hill-Dr-Charlotte-NC-28269,-
Central,2,-80.9776701,0.02,,12723 Mosby Ln,Charlotte,NC,28273,2017-03-17,"{""20170317"": 95000, ""20070222"": 100000}",95000,2,35.1103,1066.38,,2000,G00,1095,Yes,None,,12723-Mosby-Ln-Charlotte-NC-28273,-
Central,3,-80.74965,0.14,,12724 Deaton Hill Dr,Charlotte,NC,28269,2017-01-20,"{""20110908"": 79000, ""20170120"": 143500}",143500,2,35.37,1250.82,1,2002,,1418,Yes,None,,12724-Deaton-Hill-Dr-Charlotte-NC-28269,-
Central,2,-80.9663,0.03,,12724 Hennigan Place Ln,Charlotte,NC,28214,2017-03-10,"{""20170310"": 104000, ""20040930"": 108000}",104000,1,35.33586,1032.72,,2002,,1320,Yes,None,,12724-Hennigan-Place-Ln-Charlotte-NC-28214,-
Central,5,-80.95375,0.52,772 ,12724 Overlook Mountain Dr,Charlotte,NC,28216,2016-06-07,"{""20040618"": 475000, ""20160607"": 500000}",500000,4,35.34798,5897.72,1,2000,G00,3475,Yes,None,,12724-Overlook-Mountain-Dr-Charlotte-NC-28216,-
Central,3,-80.9627601,0.04,,12724 Spirit Bound Way,Charlotte,NC,28273,2017-05-03,"{""20170503"": 135000, ""20080820"": 116500}",135000,2,35.12299,1234.65,1,1999,G00,1360,Heat Pump,None,,12724-Spirit-Bound-Way-Charlotte-NC-28273,-
Central,4,-80.7883601,0.28,480 ,12739 Netherhall Dr,Charlotte,NC,28269,2016-06-07,"{""20050705"": 160000, ""20160607"": 157000}",157000,2,35.34809,1499.35,1,1990,G00,2162,Yes,None,,12739-Netherhall-Dr-Charlotte-NC-28269,-
Central,2,-80.96346,0.02,,12742 Spirit Bound Way,Charlotte,NC,28273,2017-04-19,"{""20170419"": 95000, ""20141021"": 81000, ""20090727"": 87000}",95000,2,35.1229,1118.15,1,1999,G00,1088,Heat Pump,None,,12742-Spirit-Bound-Way-Charlotte-NC-28273,-
Central,3,-80.96354,0.04,,12746 Spirit Bound Way,Charlotte,NC,28273,2017-06-15,"{""20100902"": 75000, ""20150731"": 99000, ""20170615"": 135000}",135000,2,35.1228,1234.65,1,1999,G00,1360,Heat Pump,None,,12746-Spirit-Bound-Way-Charlotte-NC-28273,-
Central,3,-80.80236,0.08,,12747 James Blakeney Ave,Charlotte,NC,28277,2017-04-24,"{""20080402"": 290000, ""20170424"": 346000}",346000,2,35.03812,3246.78,1,2004,,1764,Yes,None,,12747-James-Blakeney-Ave-Charlotte-NC-28277,-
Central,3,-80.80355,0.03,,12757 Bullock Greenway Blvd,Charlotte,NC,28277,2009-11-06,"{""20091106"": 158000}",158000,2,35.0365,1946.57,1,2005,,1911,Yes,None,,12757-Bullock-Greenway-Blvd-Charlotte-NC-28277,-
Central,2,-80.97955,0.03,,12757 Persimmon Tree Dr,Charlotte,NC,28273,2017-04-20,"{""20060926"": 149500, ""20170420"": 136000}",136000,2,35.10583,1600.31,1,2005,,1520,Yes,None,,12757-Persimmon-Tree-Dr-Charlotte-NC-28273,-
Central,3,-80.9631901,0.04,,12761 Spirit Bound Way,Charlotte,NC,28273,2017-03-27,"{""20170327"": 127000, ""20070611"": 113000}",127000,2,35.12223,1232.06,1,1999,G00,1360,Yes,None,,12761-Spirit-Bound-Way-Charlotte-NC-28273,-
Central,4,-80.79143,0.33,490 ,12773 Tom Short Rd,Charlotte,NC,28277,2016-06-09,"{""20010827"": 333000, ""20160609"": 465000}",465000,3,35.03589,4705.58,1,2001,I00,3277,Yes,None,,12773-Tom-Short-Rd-Charlotte-NC-28277,-
Central,2,-80.89687,0.2,,128 Bradford Dr,Charlotte,NC,28208,2016-09-02,"{""20160902"": 40000}",40000,1,35.26145,716.23,,1926,G00,996,Yes,None,,128-Bradford-Dr-Charlotte-NC-28208,-
None,3,-80.89493,0.3,,128 Colony Acres Dr,Charlotte,NC,28217,2017-04-24,"{""20060316"": 116000, ""20161025"": 82000, ""20170424"": 149000}",149000,2,35.13928,1142.09,,1971,G00,1582,Baseboard,None,,128-Colony-Acres-Dr-Charlotte-NC-28217,-
Central,3,-80.90055,0.19,,128 Margaret Turner Rd,Charlotte,NC,28216,2016-10-28,"{""20161028"": 530000}",530000,2,35.2843,1076.07,1,1999,G00,1422,Yes,None,,128-Margaret-Turner-Rd-Charlotte-NC-28216,-
Central,4,-80.7899101,0.53,,128 Randstone Ct,Charlotte,NC,28211,2016-06-29,"{""20160629"": 525500, ""20010713"": 285000}",525500,3,35.16378,4213.7,1,1963,G00,2836,Yes,None,,128-Randstone-Ct-Charlotte-NC-28211,-
Central,4,-80.80735,0.44,,128 S Canterbury Rd,Charlotte,NC,28211,2016-06-15,"{""20140729"": 157500, ""20160615"": 1375000}",1375000,5,35.1818,14329.44,1,2013,O00,4990,Yes,None,,128-S-Canterbury-Rd-Charlotte-NC-28211,-
Central,3,-80.9512701,0.55,,128 Summerlea Dr,Charlotte,NC,28214,2017-07-19,"{""20100702"": 168000, ""20170719"": 190000}",190000,2,35.29642,2027.46,1,1963,G00,2247,Yes,None,1527,128-Summerlea-Dr-Charlotte-NC-28214,-
Central,4,-80.7037701,0.25,,12805 Sandpines Ln,Charlotte,NC,28262,2017-02-28,"{""20141223"": 175000, ""20170228"": 184000, ""20050105"": 175000}",184000,2,35.34507,1980.86,1,2004,,2216,Yes,None,,12805-Sandpines-Ln-Charlotte-NC-28262,-
Central,4,-81.00053,0.24,,12805 Waterlyn Club Dr,Charlotte,NC,28278,2017-05-19,"{""20070320"": 256500, ""20170519"": 230000}",230000,3,35.11155,1973.34,1,2006,,2786,Yes,None,,12805-Waterlyn-Club-Dr-Charlotte-NC-28278,-
Central,3,-80.9829201,0.2,,12808 Cumberland Cove Dr,Charlotte,NC,28273,2017-07-19,"{""20061030"": 196000, ""20170719"": 235000}",235000,2,35.0927,2191.85,1,2006,,2284,Yes,None,,12808-Cumberland-Cove-Dr-Charlotte-NC-28273,-
Central,3,-80.74912,0.15,,12809 Deaton Hill Dr,Charlotte,NC,28269,2017-04-19,"{""20170419"": 160000, ""20020314"": 132500}",160000,2,35.37054,1324.6,,2002,,1674,Yes,None,,12809-Deaton-Hill-Dr-Charlotte-NC-28269,-
Central,3,-80.9882401,0.21,,12810 Slade Castle Ct,Charlotte,NC,28273,2016-10-07,"{""20050110"": 156500, ""20161007"": 199000}",199000,2,35.09578,2033.93,1,2004,,2088,Yes,None,,12810-Slade-Castle-Ct-Charlotte-NC-28273,-
Central,3,-80.68951,4.04,,12812 Caldwell Rd,Charlotte,NC,28213,2017-01-26,"{""20040923"": 3500, ""20170126"": 190000}",190000,1,35.28609,2634.54,1,1963,G00,1330,Yes,None,,12812-Caldwell-Rd-Charlotte-NC-28213,-
Central,5,-80.79474,0.37,516 ,12812 Lindrick Ln,Charlotte,NC,28277,2016-06-30,"{""20070622"": 550000, ""20160630"": 606000}",606000,4,35.0364,5166.39,1,1999,I00,4010,Yes,None,,12812-Lindrick-Ln-Charlotte-NC-28277,-
Central,3,-80.8014601,0.05,,12813 James Blakeney Ave,Charlotte,NC,28277,2017-04-18,"{""20170418"": 241000, ""20061101"": 186000}",241000,2,35.03804,1762.76,,2004,,1738,Yes,None,,12813-James-Blakeney-Ave-Charlotte-NC-28277,-
Central,4,-80.99413,0.17,,12813 Walking Stick Dr,Charlotte,NC,28278,2017-04-21,"{""20170421"": 199000, ""20080613"": 168500}",199000,2,35.12631,2046.88,1,2006,,2067,Yes,None,,12813-Walking-Stick-Dr-Charlotte-NC-28278,-
Central,3,-80.9868,0.0,,12814 Lake Erie Ln,Charlotte,NC,28273,2016-07-01,"{""20160701"": 230000, ""20071129"": 218500}",230000,2,35.0879,1044.36,1,2007,,2006,Yes,None,,12814-Lake-Erie-Ln-Charlotte-NC-28273,-
Central,4,-80.9960101,0.21,440 ,12815 Winget Rd,Charlotte,NC,28278,2017-02-28,"{""20000831"": 160000, ""20170228"": 187000}",187000,2,35.12258,1837.18,1,2000,G00,1818,Yes,None,,12815-Winget-Rd-Charlotte-NC-28278,-
Central,4,-80.77181,0.48,441 ,12818 Darby Chase Dr,Charlotte,NC,28277,2017-04-28,"{""20170428"": 400000, ""20030915"": 305000}",400000,2,35.03563,4427.28,1,1993,I00,2905,Yes,None,,12818-Darby-Chase-Dr-Charlotte-NC-28277,-
Central,3,-80.9883301,0.14,,12819 Slade Castle Ct,Charlotte,NC,28273,2016-09-22,"{""20160922"": 171000}",171000,2,35.09516,1763.4,,2002,,1600,Yes,None,,12819-Slade-Castle-Ct-Charlotte-NC-28273,-
Central,4,-81.0035601,0.19,,12821 Silvaire Farm Rd,Charlotte,NC,28278,2017-07-07,"{""20170707"": 225000, ""20091125"": 174000}",225000,2,35.12435,1898.74,1,2006,,2682,Yes,None,,12821-Silvaire-Farm-Rd-Charlotte-NC-28278,-
Central,3,-80.98711,0.0,,12822 Lake Erie Ln,Charlotte,NC,28273,2017-01-30,"{""20080303"": 214500, ""20170130"": 242000}",242000,2,35.08795,2604.76,1,2007,,3059,Yes,None,,12822-Lake-Erie-Ln-Charlotte-NC-28273,-
Central,3,-80.9866001,0.16,380 ,12824 Planters Row Dr,Charlotte,NC,28278,2017-03-10,"{""20170310"": 190000, ""20140702"": 147500, ""20010410"": 129000}",190000,2,35.12831,1680.56,1,2001,G00,1525,Yes,None,,12824-Planters-Row-Dr-Charlotte-NC-28278,-
Central,3,-80.97774,0.04,,12825 Sickles Dr,Charlotte,NC,28273,2017-06-21,"{""20070530"": 124000, ""20170621"": 135000}",135000,2,35.11052,1182.87,,2000,G00,1383,Yes,None,,12825-Sickles-Dr-Charlotte-NC-28273,-
Central,3,-80.80275,0.03,,12827 Bullock Greenway Blvd,Charlotte,NC,28277,2017-04-26,"{""20170426"": 225000, ""20050916"": 185000}",225000,2,35.03612,1246.57,1,2005,,1911,Yes,None,,12827-Bullock-Greenway-Blvd-Charlotte-NC-28277,-
Central,3,-80.98865,0.14,,12827 Slade Castle Ct,Charlotte,NC,28273,2016-07-05,"{""20160705"": 152000}",152000,2,35.09505,1530.41,1,2002,,1129,Yes,None,,12827-Slade-Castle-Ct-Charlotte-NC-28273,-
Central,3,-80.98963,0.21,380 ,12832 Lismorre Castle Ct,Charlotte,NC,28273,2017-06-02,"{""20090710"": 124500, ""20170602"": 162500}",162500,2,35.09605,1657.26,1,2001,G00,1310,Yes,None,,12832-Lismorre-Castle-Ct-Charlotte-NC-28273,-
Central,3,-80.70284,0.16,,12832 Sandpines Ln,Charlotte,NC,28262,2016-07-26,"{""20120501"": 105000, ""20160726"": 179000}",179000,2,35.34571,1998.99,1,2005,,2095,Yes,None,,12832-Sandpines-Ln-Charlotte-NC-28262,-
Central,3,-80.9924001,0.16,,12834 Beddingfield Dr,Charlotte,NC,28278,2016-06-27,"{""20160627"": 188000, ""20051104"": 159000}",188000,2,35.12641,1920.03,1,2005,,1852,Yes,None,,12834-Beddingfield-Dr-Charlotte-NC-28278,-
Central,4,-80.9989101,0.0,,12838 Hunting Birds Ln,Charlotte,NC,28278,2016-06-30,"{""20110120"": 264500, ""20160630"": 279000}",279000,2,35.07289,2447.29,1,2010,,2512,Yes,None,,12838-Hunting-Birds-Ln-Charlotte-NC-28278,-
Central,2,-80.97709,0.0,,12839 Mosby Ln,Charlotte,NC,28273,2017-06-21,"{""20170621"": 125000}",125000,2,35.10937,1162.16,1,2007,,1095,Yes,None,,12839-Mosby-Ln-Charlotte-NC-28273,-
Central,4,-80.9950751,0.32,480 ,12843 Harvest Time Ct,Charlotte,NC,28278,2016-08-08,"{""20160808"": 245000, ""20061019"": 215500}",245000,2,35.122748,2177.61,1,2000,G00,2376,Yes,None,,12843-Harvest-Time-Ct-Charlotte-NC-28278,-
